年,月,日,时间,水位(m),流量(m3/s),含沙量(kg/m3) ,排沙量
2016.0,2.0,1.0,16:00,42.620000000000005,262,1.2874999999999999,337.325
2016.0,2.0,1.0,18:00,42.69,298,1.24125,369.8925
2016.0,2.0,1.0,20:00,42.67,288,1.1949999999999998,344.15999999999997
2016.0,2.0,2.0,0:00,42.69,298,1.14875,342.3275
2016.0,2.0,2.0,2:00,42.68,293,1.1025,323.0325
2016.0,2.0,2.0,4:00,42.7,304,1.05625,321.09999999999997
2016.0,2.0,2.0,8:00,42.69,298,1.01,300.98
2016.0,2.0,2.0,12:00,42.78,351,1.0666666666666667,374.4
2016.0,2.0,2.0,16:00,42.75,334,1.1233333333333333,375.1933333333333
2016.0,2.0,2.0,20:00,42.72,315,1.1800000000000002,371.70000000000005
2016.0,2.0,3.0,0:00,42.74,329,1.2366666666666668,406.8633333333334
2016.0,2.0,3.0,4:00,42.74,329,1.2933333333333334,425.5066666666667
2016.0,2.0,3.0,8:00,42.74,329,1.35,444.15000000000003
2016.0,2.0,3.0,12:00,42.72,315,1.322857142857143,416.70000000000005
2016.0,2.0,3.0,16:00,42.71,309,1.2957142857142858,400.3757142857143
2016.0,2.0,3.0,20:00,42.63,267,1.2685714285714287,338.7085714285715
2016.0,2.0,4.0,0:00,42.68,293,1.2414285714285713,363.7385714285714
2016.0,2.0,4.0,2:00,42.620000000000005,262,1.2142857142857142,318.1428571428571
2016.0,2.0,4.0,4:00,42.69,298,1.187142857142857,353.7685714285714
2016.0,2.0,4.0,8:00,42.68,293,1.16,339.88
2016.0,2.0,4.0,10:00,42.7,304,1.1885714285714286,361.3257142857143
2016.0,2.0,4.0,12:00,42.65,277,1.217142857142857,337.1485714285714
2016.0,2.0,4.0,16:00,42.620000000000005,262,1.2457142857142858,326.37714285714287
2016.0,2.0,4.0,20:00,42.64,272,1.2742857142857142,346.60571428571427
2016.0,2.0,5.0,0:00,42.65,277,1.302857142857143,360.8914285714286
2016.0,2.0,5.0,4:00,42.660000000000004,282,1.3314285714285714,375.46285714285716
2016.0,2.0,5.0,8:00,42.63,267,1.36,363.12
2016.0,2.0,5.0,12:00,42.64,272,1.3283333333333334,361.3066666666667
2016.0,2.0,5.0,16:00,42.58,243,1.2966666666666666,315.09
2016.0,2.0,5.0,20:00,42.620000000000005,334,1.2650000000000001,422.51000000000005
2016.0,2.0,6.0,0:00,42.57,318,1.2333333333333334,392.20000000000005
2016.0,2.0,6.0,4:00,42.56,314,1.2016666666666667,377.3233333333333
2016.0,2.0,6.0,8:00,42.59,324,1.17,379.08
2016.0,2.0,6.0,12:00,42.59,324,1.1566666666666667,374.76000000000005
2016.0,2.0,6.0,16:00,42.54,308,1.1433333333333333,352.14666666666665
2016.0,2.0,6.0,20:00,42.53,305,1.13,344.65
2016.0,2.0,7.0,0:00,42.5,296,1.1166666666666667,330.53333333333336
2016.0,2.0,7.0,4:00,42.56,314,1.1033333333333335,346.4466666666667
2016.0,2.0,7.0,8:00,42.56,314,1.09,342.26000000000005
2016.0,2.0,7.0,12:00,42.57,318,1.064,338.35200000000003
2016.0,2.0,7.0,16:00,42.52,302,1.038,313.476
2016.0,2.0,7.0,20:00,42.45,281,1.012,284.372
2016.0,2.0,8.0,0:00,42.480000000000004,290,0.9860000000000001,285.94000000000005
2016.0,2.0,8.0,4:00,42.5,296,0.9600000000000001,284.16
2016.0,2.0,8.0,8:00,42.49,293,0.934,273.66200000000003
2016.0,2.0,8.0,10:00,42.52,302,0.9791428571428572,295.7011428571429
2016.0,2.0,8.0,12:00,42.52,302,1.0242857142857142,309.3342857142857
2016.0,2.0,8.0,16:00,42.49,293,1.0694285714285714,313.34257142857143
2016.0,2.0,8.0,20:00,42.45,281,1.1145714285714285,313.1945714285714
2016.0,2.0,9.0,0:00,42.39,265,1.1597142857142857,307.32428571428574
2016.0,2.0,9.0,4:00,42.49,293,1.2048571428571428,353.02314285714283
2016.0,2.0,9.0,8:00,42.46,284,1.25,355.0
2016.0,2.0,9.0,12:00,42.46,284,1.24,352.16
2016.0,2.0,9.0,14:00,42.51,299,1.23,367.77
2016.0,2.0,9.0,16:00,42.51,299,1.22,364.78
2016.0,2.0,9.0,20:00,42.38,262,1.21,317.02
2016.0,2.0,10.0,0:00,42.4,267,1.2,320.4
2016.0,2.0,10.0,4:00,42.46,284,1.19,337.96
2016.0,2.0,10.0,8:00,42.47,287,1.18,338.65999999999997
2016.0,2.0,10.0,10:00,42.45,281,1.1455,321.8855
2016.0,2.0,10.0,12:00,42.5,296,1.111,328.856
2016.0,2.0,10.0,16:00,42.5,296,1.0765,318.644
2016.0,2.0,10.0,20:00,42.4,267,1.042,278.214
2016.0,2.0,11.0,0:00,42.46,284,1.0075,286.13
2016.0,2.0,11.0,2:00,42.410000000000004,270,0.973,262.71
2016.0,2.0,11.0,4:00,42.47,287,0.9385,269.3495
2016.0,2.0,11.0,8:00,42.42,273,0.904,246.792
2016.0,2.0,11.0,12:00,42.410000000000004,270,0.8818333333333334,238.095
2016.0,2.0,11.0,16:00,42.4,267,0.8596666666666667,229.531
2016.0,2.0,11.0,20:00,42.4,267,0.8375,223.6125
2016.0,2.0,12.0,0:00,42.4,267,0.8153333333333334,217.69400000000002
2016.0,2.0,12.0,4:00,42.39,265,0.7931666666666667,210.18916666666667
2016.0,2.0,12.0,8:00,42.4,267,0.771,205.857
2016.0,2.0,12.0,12:00,42.4,267,0.845875,225.848625
2016.0,2.0,12.0,14:00,42.42,273,0.9207500000000001,251.36475000000002
2016.0,2.0,12.0,16:00,42.42,273,0.995625,271.805625
2016.0,2.0,12.0,20:00,42.4,267,1.0705,285.8235
2016.0,2.0,13.0,0:00,42.44,278,1.145375,318.41425
2016.0,2.0,13.0,2:00,42.46,284,1.22025,346.55100000000004
2016.0,2.0,13.0,4:00,42.47,287,1.295125,371.700875
2016.0,2.0,13.0,8:00,42.47,287,1.37,393.19000000000005
2016.0,2.0,13.0,12:00,42.47,287,1.3355555555555556,383.30444444444447
2016.0,2.0,13.0,14:00,42.45,281,1.301111111111111,365.6122222222222
2016.0,2.0,13.0,16:00,42.47,287,1.2666666666666668,363.53333333333336
2016.0,2.0,13.0,18:00,42.45,281,1.2322222222222223,346.25444444444446
2016.0,2.0,13.0,20:00,42.47,287,1.1977777777777778,343.76222222222225
2016.0,2.0,14.0,0:00,42.47,287,1.1633333333333333,333.87666666666667
2016.0,2.0,14.0,4:00,42.49,293,1.128888888888889,330.7644444444445
2016.0,2.0,14.0,6:00,42.45,281,1.0944444444444446,307.5388888888889
2016.0,2.0,14.0,8:00,42.52,302,1.06,320.12
2016.0,2.0,14.0,12:00,42.5,296,1.0302857142857142,304.9645714285714
2016.0,2.0,14.0,16:00,42.51,299,1.0005714285714287,299.1708571428572
2016.0,2.0,14.0,20:00,42.53,305,0.9708571428571429,296.1114285714286
2016.0,2.0,15.0,0:00,42.53,305,0.9411428571428572,287.04857142857145
2016.0,2.0,15.0,2:00,42.480000000000004,290,0.9114285714285715,264.31428571428575
2016.0,2.0,15.0,4:00,42.51,299,0.8817142857142857,263.6325714285714
2016.0,2.0,15.0,8:00,42.49,293,0.852,249.636
2016.0,2.0,15.0,12:00,42.550000000000004,311,0.8474999999999999,263.5725
2016.0,2.0,15.0,16:00,42.54,308,0.843,259.644
2016.0,2.0,15.0,20:00,42.51,299,0.8385,250.7115
2016.0,2.0,16.0,0:00,42.51,299,0.834,249.36599999999999
2016.0,2.0,16.0,4:00,42.49,293,0.8294999999999999,243.04349999999997
2016.0,2.0,16.0,8:00,42.51,299,0.825,246.67499999999998
2016.0,2.0,16.0,12:00,42.53,305,0.8643749999999999,263.634375
2016.0,2.0,16.0,14:00,42.57,318,0.9037499999999999,287.3925
2016.0,2.0,16.0,16:00,42.54,308,0.943125,290.4825
2016.0,2.0,16.0,20:00,42.54,308,0.9824999999999999,302.60999999999996
2016.0,2.0,17.0,0:00,42.52,302,1.0218749999999999,308.60624999999993
2016.0,2.0,17.0,2:00,42.54,308,1.0612499999999998,326.86499999999995
2016.0,2.0,17.0,4:00,42.46,284,1.100625,312.5775
2016.0,2.0,17.0,8:00,42.5,296,1.14,337.44
2016.0,2.0,17.0,12:00,42.52,302,1.0979999999999999,331.59599999999995
2016.0,2.0,17.0,16:00,42.52,302,1.056,318.91200000000003
2016.0,2.0,17.0,20:00,42.480000000000004,290,1.014,294.06
2016.0,2.0,18.0,0:00,42.47,287,0.972,278.964
2016.0,2.0,18.0,4:00,42.47,287,0.9299999999999999,266.90999999999997
2016.0,2.0,18.0,8:00,42.5,296,0.888,262.848
2016.0,2.0,18.0,12:00,42.52,302,0.87825,265.2315
2016.0,2.0,18.0,14:00,42.5,260,0.8685,225.81
2016.0,2.0,18.0,16:00,42.5,260,0.85875,223.275
2016.0,2.0,18.0,20:00,42.43,236,0.849,200.364
2016.0,2.0,19.0,0:00,42.47,249,0.83925,208.97325
2016.0,2.0,19.0,2:00,42.49,256,0.8295,212.352
2016.0,2.0,19.0,4:00,42.480000000000004,252,0.8197500000000001,206.57700000000003
2016.0,2.0,19.0,8:00,42.49,256,0.81,207.36
2016.0,2.0,19.0,12:00,42.49,256,0.7733333333333334,197.97333333333336
2016.0,2.0,19.0,16:00,42.47,249,0.7366666666666667,183.43
2016.0,2.0,19.0,20:00,42.42,232,0.7,162.39999999999998
2016.0,2.0,20.0,0:00,42.46,246,0.6633333333333333,163.18
2016.0,2.0,20.0,4:00,42.44,239,0.6266666666666667,149.77333333333334
2016.0,2.0,20.0,8:00,42.45,242,0.59,142.78
2016.0,2.0,20.0,12:00,42.47,249,0.6057142857142856,150.82285714285712
2016.0,2.0,20.0,16:00,42.46,246,0.6214285714285714,152.87142857142857
2016.0,2.0,20.0,20:00,42.44,239,0.6371428571428571,152.27714285714285
2016.0,2.0,20.0,22:00,42.43,236,0.6528571428571428,154.0742857142857
2016.0,2.0,21.0,0:00,42.44,239,0.6685714285714285,159.7885714285714
2016.0,2.0,21.0,4:00,42.44,239,0.6842857142857143,163.5442857142857
2016.0,2.0,21.0,8:00,42.46,246,0.7,172.2
2016.0,2.0,21.0,10:00,42.480000000000004,252,0.7242857142857142,182.51999999999998
2016.0,2.0,21.0,12:00,42.47,249,0.7485714285714286,186.3942857142857
2016.0,2.0,21.0,16:00,42.46,246,0.7728571428571428,190.12285714285713
2016.0,2.0,21.0,20:00,42.42,232,0.7971428571428572,184.93714285714287
2016.0,2.0,22.0,0:00,42.43,236,0.8214285714285714,193.85714285714286
2016.0,2.0,22.0,4:00,42.44,239,0.8457142857142856,202.12571428571428
2016.0,2.0,22.0,8:00,42.47,249,0.87,216.63
2016.0,2.0,22.0,12:00,42.47,249,0.8802857142857142,219.19114285714284
2016.0,2.0,22.0,14:00,42.51,263,0.8905714285714286,234.22028571428572
2016.0,2.0,22.0,16:00,42.5,260,0.9008571428571428,234.22285714285712
2016.0,2.0,22.0,20:00,42.42,232,0.9111428571428571,211.38514285714285
2016.0,2.0,23.0,0:00,42.5,260,0.9214285714285714,239.57142857142856
2016.0,2.0,23.0,4:00,42.44,239,0.9317142857142857,222.67971428571428
2016.0,2.0,23.0,8:00,42.46,246,0.942,231.732
2016.0,2.0,23.0,12:00,42.46,246,0.9377142857142857,230.67771428571427
2016.0,2.0,23.0,16:00,42.43,236,0.9334285714285714,220.28914285714285
2016.0,2.0,23.0,20:00,42.45,242,0.9291428571428572,224.85257142857142
2016.0,2.0,23.0,22:00,42.410000000000004,229,0.9248571428571428,211.7922857142857
2016.0,2.0,24.0,0:00,42.43,236,0.9205714285714286,217.25485714285716
2016.0,2.0,24.0,4:00,42.4,226,0.9162857142857143,207.08057142857143
2016.0,2.0,24.0,8:00,42.46,246,0.912,224.352
